Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1009, 1020, 4, 6, 1015, 1020
2, 1014, 1022, 2, 5, 1012, 1022
3, 1022, 1033, 1, 1, 1022, 1033
4, 1024, 1028, 3, 3, 1024, 1028
5, 1028, 1037, 3, 3, 1028, 1037
6, 1021, 1036, 1, 1, 1021, 1036
7, 1012, 1030, 3, 3, 1012, 1030
8, 1016, 1024, 2, 7, 1014, 1022
9, 1012, 1027, 1, 1, 1012, 1027
10, 1022, 1026, 3, 3, 1022, 1026
11, 1030, 1023, 4, 5, 1028, 1025
12, 1019, 1032, 2, 2, 1019, 1032
13, 1021, 1040, 3, 3, 1021, 1040
14, 1021, 1034, 1, 1, 1021, 1034
15, 1018, 1028, 2, 4, 1020, 1028
16, 1019, 1015, 2, 2, 1019, 1015
17, 1022, 1032, 2, 2, 1022, 1032
18, 1025, 1024, 2, 2, 1025, 1024
19, 1010, 1023, 2, 10, 1024, 1034
20, 1021, 1019, 1, 2, 1020, 1028
21, 1027, 1033, 3, 3, 1027, 1033
22, 1018, 1021, 2, 2, 1018, 1021
23, 1027, 1021, 1, 10, 1012, 1030
24, 1021, 1025, 1, 1, 1021, 1025
25, 1029, 1030, 3, 3, 1029, 1030
26, 1028, 1026, 1, 1, 1028, 1026
27, 1027, 1022, 2, 2, 1027, 1022
28, 1025, 1025, 2, 2, 1025, 1025
29, 1015, 1029, 2, 6, 1017, 1025
30, 1017, 1019, 2, 3, 1015, 1021
31, 1020, 1018, 2, 4, 1021, 1022
32, 1032, 1033, 3, 3, 1032, 1033
33, 1010, 1028, 3, 3, 1010, 1028
34, 1015, 1020, 4, 4, 1015, 1020
35, 1016, 1014, 4, 4, 1016, 1014
36, 1021, 1022, 3, 10, 1027, 1021
37, 1031, 1040, 3, 5, 1025, 1036
38, 1033, 1019, 1, 1, 1033, 1019
39, 1019, 1034, 5, 9, 1020, 1036
40, 1010, 1025, 3, 3, 1010, 1025
41, 1024, 1018, 2, 2, 1024, 1018
42, 1022, 1020, 3, 3, 1022, 1020
43, 1011, 1027, 2, 2, 1011, 1027
44, 1026, 1035, 4, 6, 1024, 1032
45, 1017, 1029, 3, 3, 1017, 1029
46, 1019, 1021, 4, 4, 1019, 1021
47, 1018, 1017, 4, 7, 1019, 1016
48, 1033, 1022, 3, 3, 1033, 1022
49, 1035, 1020, 4, 6, 1031, 1024
50, 1021, 1037, 3, 3, 1021, 1037
51, 1024, 1038, 3, 3, 1024, 1038
52, 1017, 1026, 2, 4, 1022, 1025
53, 1013, 1023, 2, 2, 1013, 1023
54, 1018, 1026, 3, 8, 1013, 1023
55, 1019, 1029, 2, 2, 1019, 1029
56, 1019, 1018, 1, 2, 1020, 1018
57, 1026, 1026, 2, 2, 1026, 1026
58, 1021, 1017, 3, 8, 1026, 1027
59, 1029, 1025, 3, 3, 1029, 1025
60, 1024, 1024, 1, 1, 1024, 1024
61, 1030, 1026, 1, 1, 1030, 1026
62, 1025, 1030, 1, 1, 1025, 1030
63, 1033, 1036, 4, 7, 1030, 1029
64, 1034, 1019, 2, 2, 1034, 1019
65, 1032, 1025, 3, 5, 1028, 1024
66, 1026, 1032, 3, 3, 1026, 1032
67, 1027, 1031, 3, 3, 1027, 1031
