Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1008, 1046, 2, 2, 1008, 1046
2, 1022, 1052, 3, 7, 1007, 1042
3, 1032, 1043, 2, 2, 1032, 1043
4, 1025, 1011, 3, 3, 1025, 1011
5, 1037, 1014, 3, 3, 1037, 1014
6, 1012, 1038, 2, 2, 1012, 1038
7, 998, 1031, 2, 2, 998, 1031
8, 1013, 1024, 4, 5, 1013, 1029
9, 1018, 1033, 1, 1, 1018, 1033
10, 1006, 1022, 1, 1, 1006, 1022
11, 1001, 1028, 4, 6, 1008, 1036
12, 1011, 1051, 3, 3, 1011, 1051
13, 1048, 1025, 4, 4, 1048, 1025
14, 1036, 1004, 2, 2, 1036, 1004
15, 1043, 1033, 1, 1, 1043, 1033
16, 997, 1040, 1, 3, 1019, 1042
17, 1001, 1041, 1, 1, 1001, 1041
18, 1028, 1023, 3, 3, 1028, 1023
19, 1004, 1017, 4, 4, 1004, 1017
20, 1028, 1021, 2, 2, 1028, 1021
21, 1043, 1026, 3, 6, 1035, 1018
22, 1026, 1032, 1, 6, 1035, 1016
23, 1008, 1044, 4, 4, 1008, 1044
24, 1017, 1026, 2, 2, 1017, 1026
25, 1032, 1028, 2, 2, 1032, 1028
26, 1020, 995, 3, 3, 1020, 995
27, 1040, 1001, 2, 2, 1040, 1001
28, 1023, 1059, 4, 4, 1023, 1059
29, 1026, 1015, 2, 2, 1026, 1015
30, 1031, 1048, 2, 2, 1031, 1048
31, 1043, 1006, 2, 2, 1043, 1006
32, 1033, 1042, 4, 4, 1033, 1042
33, 1037, 1042, 2, 2, 1037, 1042
34, 998, 1051, 2, 2, 998, 1051
35, 1039, 1047, 1, 1, 1039, 1047
36, 1052, 1012, 1, 2, 1025, 1022
37, 1009, 1035, 2, 2, 1009, 1035
38, 1026, 1009, 2, 2, 1026, 1009
39, 1016, 1025, 1, 1, 1016, 1025
40, 1002, 1033, 1, 1, 1002, 1033
41, 1036, 998, 2, 2, 1036, 998
42, 1019, 1010, 2, 2, 1019, 1010
43, 1035, 1043, 3, 3, 1035, 1043
44, 1005, 1027, 4, 4, 1005, 1027
45, 1046, 1037, 4, 7, 1032, 1032
46, 1032, 1007, 1, 1, 1032, 1007
47, 1047, 1020, 3, 6, 1026, 1020
48, 1022, 1019, 2, 2, 1022, 1019
49, 1025, 1001, 3, 3, 1025, 1001
50, 1010, 1022, 4, 4, 1010, 1022
51, 1022, 1035, 3, 3, 1022, 1035
52, 1035, 1030, 3, 3, 1035, 1030
53, 1047, 1005, 2, 2, 1047, 1005
54, 1026, 1034, 1, 1, 1026, 1034
55, 1030, 1049, 2, 2, 1030, 1049
56, 1004, 1001, 1, 1, 1004, 1001
57, 1014, 1057, 4, 4, 1014, 1057
58, 1015, 1014, 1, 1, 1015, 1014
59, 1033, 1038, 3, 3, 1033, 1038
60, 1044, 1019, 2, 2, 1044, 1019
61, 1043, 1017, 1, 1, 1043, 1017
62, 1001, 1006, 2, 2, 1001, 1006
63, 1002, 1016, 3, 3, 1002, 1016
64, 1009, 1024, 1, 1, 1009, 1024
65, 996, 1011, 2, 2, 996, 1011
66, 1042, 1029, 3, 3, 1042, 1029
67, 1017, 1006, 2, 2, 1017, 1006
68, 1044, 1004, 3, 3, 1044, 1004
69, 1035, 1033, 1, 1, 1035, 1033
70, 1013, 1046, 5, 5, 1013, 1046
71, 1025, 1006, 3, 3, 1025, 1006
72, 1025, 1024, 3, 3, 1025, 1024
73, 1036, 1040, 3, 3, 1036, 1040
74, 1001, 1015, 1, 5, 1002, 1026
75, 1010, 1012, 3, 3, 1010, 1012
76, 1027, 1048, 4, 4, 1027, 1048
77, 1000, 1052, 2, 2, 1000, 1052
78, 1006, 1051, 3, 8, 1009, 1050
79, 1054, 1013, 2, 2, 1054, 1013
80, 1010, 1032, 2, 8, 1038, 1026
81, 1038, 1035, 2, 2, 1038, 1035
82, 1021, 1049, 2, 2, 1021, 1049
83, 1022, 1049, 2, 2, 1022, 1049
84, 1017, 1048, 2, 2, 1017, 1048
85, 1009, 1038, 2, 4, 1022, 1021
86, 1059, 1012, 2, 2, 1059, 1012
87, 1032, 1037, 2, 2, 1032, 1037
88, 1040, 1033, 5, 5, 1040, 1033
89, 1036, 1016, 3, 3, 1036, 1016
90, 1016, 1011, 2, 2, 1016, 1011
91, 1044, 1022, 1, 1, 1044, 1022
92, 1014, 1053, 2, 2, 1014, 1053
93, 1006, 1041, 3, 3, 1006, 1041
94, 1014, 1049, 3, 3, 1014, 1049
95, 1001, 1026, 1, 1, 1001, 1026
96, 1024, 1018, 3, 3, 1024, 1018
97, 1055, 1023, 3, 3, 1055, 1023
98, 1053, 1015, 3, 10, 1013, 1033
99, 1027, 1043, 5, 5, 1027, 1043
100, 1018, 1035, 2, 2, 1018, 1035
101, 996, 1014, 3, 3, 996, 1014
102, 1025, 1051, 1, 11, 1003, 1043
103, 1042, 1013, 4, 4, 1042, 1013
104, 1017, 1039, 2, 2, 1017, 1039
105, 1023, 1039, 3, 3, 1023, 1039
106, 1031, 1021, 2, 4, 1029, 1022
107, 1025, 1027, 4, 4, 1025, 1027
108, 1007, 1017, 2, 2, 1007, 1017
109, 1023, 1043, 1, 1, 1023, 1043
110, 1024, 1053, 1, 1, 1024, 1053
111, 1040, 1040, 2, 2, 1040, 1040
112, 1032, 1062, 3, 3, 1032, 1062
113, 998, 1026, 3, 3, 998, 1026
114, 1009, 1039, 3, 3, 1009, 1039
115, 999, 1045, 4, 4, 999, 1045
116, 1033, 1057, 4, 4, 1033, 1057
117, 1024, 1033, 3, 3, 1024, 1033
118, 1038, 1039, 2, 2, 1038, 1039
119, 1038, 1022, 2, 2, 1038, 1022
120, 1039, 1021, 1, 1, 1039, 1021
121, 1033, 1052, 3, 3, 1033, 1052
122, 1046, 1002, 1, 1, 1046, 1002
123, 1000, 1003, 3, 3, 1000, 1003
124, 1019, 1008, 4, 4, 1019, 1008
125, 1005, 1015, 2, 2, 1005, 1015
126, 1048, 1016, 2, 2, 1048, 1016
127, 1008, 1036, 3, 5, 1006, 1028
128, 1041, 1023, 1, 1, 1041, 1023
129, 1017, 1046, 3, 3, 1017, 1046
130, 1030, 1033, 2, 2, 1030, 1033
131, 1020, 1034, 2, 2, 1020, 1034
132, 1057, 1021, 4, 4, 1057, 1021
133, 999, 1015, 1, 1, 999, 1015
134, 1021, 1018, 3, 3, 1021, 1018
135, 1008, 1018, 2, 2, 1008, 1018
136, 1006, 1005, 2, 2, 1006, 1005
137, 1019, 1015, 3, 3, 1019, 1015
138, 1004, 1046, 1, 1, 1004, 1046
139, 1007, 1002, 3, 3, 1007, 1002
140, 1021, 1030, 4, 7, 1030, 1028
141, 1001, 1021, 2, 2, 1001, 1021
142, 1032, 1019, 3, 4, 1031, 1022
143, 1036, 1057, 3, 3, 1036, 1057
144, 1008, 1033, 3, 3, 1008, 1033
145, 1015, 1011, 1, 1, 1015, 1011
146, 1036, 1031, 1, 1, 1036, 1031
147, 1054, 1006, 3, 3, 1054, 1006
148, 1047, 1041, 1, 3, 1022, 1043
149, 1002, 1007, 4, 9, 1011, 1018
150, 1030, 1032, 1, 1, 1030, 1032
