Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1018, 1031, 1, 5, 1008, 1022
2, 1025, 1028, 1, 1, 1025, 1028
3, 1020, 1037, 2, 2, 1020, 1037
4, 1015, 1035, 3, 5, 1019, 1032
5, 1019, 1028, 3, 3, 1019, 1028
6, 1025, 1035, 2, 2, 1025, 1035
7, 1028, 1024, 4, 4, 1028, 1024
8, 1023, 1024, 2, 2, 1023, 1024
9, 1013, 1034, 3, 3, 1013, 1034
10, 1015, 1017, 1, 1, 1015, 1017
11, 1015, 1011, 4, 4, 1015, 1011
12, 1033, 1039, 3, 3, 1033, 1039
13, 1030, 1016, 3, 7, 1024, 1028
14, 1023, 1016, 4, 7, 1020, 1024
15, 1010, 1027, 2, 2, 1010, 1027
16, 1026, 1034, 2, 2, 1026, 1034
17, 1015, 1023, 2, 4, 1017, 1026
18, 1008, 1020, 3, 3, 1008, 1020
19, 1022, 1014, 3, 3, 1022, 1014
20, 1025, 1033, 3, 3, 1025, 1033
21, 1026, 1031, 4, 6, 1026, 1032
22, 1022, 1034, 3, 3, 1022, 1034
23, 1029, 1023, 1, 6, 1027, 1021
24, 1029, 1034, 3, 3, 1029, 1034
25, 1016, 1012, 1, 1, 1016, 1012
26, 1033, 1024, 4, 4, 1033, 1024
27, 1035, 1020, 2, 3, 1030, 1021
28, 1031, 1027, 2, 2, 1031, 1027
29, 1025, 1037, 2, 10, 1015, 1034
30, 1013, 1023, 3, 3, 1013, 1023
31, 1018, 1020, 3, 3, 1018, 1020
32, 1036, 1020, 3, 3, 1036, 1020
33, 1022, 1021, 1, 1, 1022, 1021
34, 1022, 1026, 2, 2, 1022, 1026
35, 1029, 1030, 1, 8, 1017, 1014
36, 1035, 1026, 2, 2, 1035, 1026
37, 1022, 1032, 1, 4, 1029, 1038
38, 1024, 1032, 3, 7, 1027, 1023
39, 1021, 1029, 1, 1, 1021, 1029
40, 1023, 1029, 5, 5, 1023, 1029
41, 1019, 1023, 3, 6, 1021, 1020
42, 1026, 1024, 3, 3, 1026, 1024
43, 1015, 1030, 2, 3, 1013, 1029
44, 1014, 1029, 2, 2, 1014, 1029
45, 1031, 1023, 4, 4, 1031, 1023
46, 1023, 1037, 3, 6, 1019, 1030
47, 1010, 1020, 3, 3, 1010, 1020
48, 1023, 1013, 1, 1, 1023, 1013
49, 1031, 1035, 3, 3, 1031, 1035
50, 1017, 1017, 5, 5, 1017, 1017
51, 1033, 1022, 1, 1, 1033, 1022
52, 1034, 1027, 1, 1, 1034, 1027
53, 1028, 1019, 3, 7, 1016, 1019
54, 1030, 1036, 1, 1, 1030, 1036
55, 1033, 1031, 2, 2, 1033, 1031
56, 1012, 1020, 2, 2, 1012, 1020
57, 1026, 1028, 1, 1, 1026, 1028
58, 1010, 1029, 2, 5, 1017, 1020
59, 1016, 1021, 3, 3, 1016, 1021
60, 1031, 1017, 4, 4, 1031, 1017
61, 1009, 1025, 3, 3, 1009, 1025
62, 1011, 1032, 1, 1, 1011, 1032
63, 1012, 1027, 2, 2, 1012, 1027
64, 1036, 1038, 3, 3, 1036, 1038
65, 1032, 1029, 1, 1, 1032, 1029
66, 1026, 1012, 3, 5, 1026, 1021
67, 1026, 1039, 3, 5, 1026, 1035
68, 1018, 1022, 4, 6, 1020, 1026
69, 1028, 1032, 3, 3, 1028, 1032
70, 1009, 1023, 2, 7, 1023, 1022
71, 1021, 1034, 3, 3, 1021, 1034
72, 1023, 1019, 2, 2, 1023, 1019
73, 1033, 1020, 2, 2, 1033, 1020
74, 1018, 1016, 1, 1, 1018, 1016
75, 1023, 1042, 1, 1, 1023, 1042
76, 1033, 1015, 2, 4, 1031, 1024
77, 1026, 1013, 2, 13, 1017, 1014
78, 1028, 1037, 1, 1, 1028, 1037
79, 1025, 1020, 4, 4, 1025, 1020
80, 1036, 1022, 2, 2, 1036, 1022
81, 1034, 1016, 4, 4, 1034, 1016
82, 1019, 1032, 4, 6, 1023, 1029
83, 1018, 1035, 4, 11, 1029, 1025
84, 1018, 1030, 1, 1, 1018, 1030
85, 1014, 1018, 5, 5, 1014, 1018
86, 1029, 1025, 3, 3, 1029, 1025
87, 1023, 1022, 3, 3, 1023, 1022
88, 1031, 1030, 5, 5, 1031, 1030
89, 1021, 1027, 3, 5, 1025, 1026
90, 1024, 1012, 3, 3, 1024, 1012
91, 1037, 1024, 2, 2, 1037, 1024
92, 1034, 1029, 4, 4, 1034, 1029
93, 1031, 1038, 1, 2, 1028, 1037
94, 1020, 1041, 3, 3, 1020, 1041
95, 1028, 1026, 4, 4, 1028, 1026
96, 1012, 1029, 2, 2, 1012, 1029
97, 1014, 1028, 1, 1, 1014, 1028
98, 1020, 1015, 3, 3, 1020, 1015
99, 1035, 1030, 2, 2, 1035, 1030
100, 1025, 1041, 3, 3, 1025, 1041
101, 1030, 1038, 2, 2, 1030, 1038
102, 1020, 1030, 1, 7, 1013, 1024
103, 1032, 1038, 2, 5, 1024, 1027
104, 1019, 1031, 1, 3, 1031, 1024
