Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1004, 1042, 5, 5, 1004, 1042
2, 1022, 1045, 3, 3, 1022, 1045
3, 1017, 1006, 2, 2, 1017, 1006
4, 1013, 1023, 1, 5, 1004, 1017
5, 1015, 1018, 4, 4, 1015, 1018
6, 1008, 1036, 1, 1, 1008, 1036
7, 987, 1008, 2, 2, 987, 1008
8, 1033, 1042, 2, 4, 1018, 1042
9, 1027, 1002, 3, 3, 1027, 1002
10, 1024, 1025, 2, 2, 1024, 1025
11, 1020, 1026, 4, 4, 1020, 1026
12, 1023, 1048, 3, 3, 1023, 1048
13, 1011, 1026, 1, 3, 1018, 1039
14, 1008, 1004, 2, 2, 1008, 1004
15, 1034, 1017, 1, 1, 1034, 1017
16, 1008, 1031, 1, 1, 1008, 1031
17, 996, 1030, 1, 1, 996, 1030
18, 1004, 1020, 2, 2, 1004, 1020
19, 1009, 1018, 2, 2, 1009, 1018
20, 1029, 1006, 2, 2, 1029, 1006
21, 999, 1024, 4, 4, 999, 1024
22, 1006, 1023, 3, 3, 1006, 1023
23, 1019, 1033, 1, 1, 1019, 1033
24, 1033, 1026, 2, 2, 1033, 1026
25, 1007, 1041, 2, 2, 1007, 1041
26, 1017, 1029, 2, 2, 1017, 1029
27, 1018, 1026, 2, 2, 1018, 1026
28, 1009, 1008, 3, 3, 1009, 1008
29, 1038, 1043, 4, 4, 1038, 1043
30, 1022, 1011, 2, 2, 1022, 1011
31, 1029, 1016, 1, 1, 1029, 1016
32, 992, 1018, 1, 3, 1007, 1018
33, 1030, 1041, 2, 2, 1030, 1041
34, 1000, 1037, 1, 1, 1000, 1037
35, 1023, 1008, 3, 3, 1023, 1008
36, 1021, 1027, 1, 1, 1021, 1027
37, 1030, 1030, 2, 2, 1030, 1030
38, 1019, 1040, 2, 5, 1000, 1021
39, 1011, 1025, 1, 1, 1011, 1025
40, 1036, 1021, 1, 4, 1034, 1035
41, 1030, 1008, 1, 1, 1030, 1008
42, 1016, 1035, 2, 2, 1016, 1035
43, 1017, 1016, 1, 1, 1017, 1016
44, 1010, 1006, 1, 1, 1010, 1006
45, 1034, 1020, 2, 2, 1034, 1020
46, 1001, 1005, 4, 10, 1016, 1003
47, 1035, 1034, 3, 3, 1035, 1034
48, 1015, 1037, 3, 3, 1015, 1037
49, 1005, 1004, 3, 3, 1005, 1004
50, 1013, 1039, 3, 3, 1013, 1039
51, 1004, 1038, 1, 1, 1004, 1038
52, 1037, 1026, 3, 3, 1037, 1026
53, 1029, 1025, 3, 3, 1029, 1025
54, 1029, 1024, 1, 1, 1029, 1024
55, 1027, 1009, 1, 1, 1027, 1009
56, 1011, 1011, 1, 1, 1011, 1011
57, 1029, 1036, 2, 2, 1029, 1036
58, 1015, 1046, 1, 1, 1015, 1046
59, 1016, 1025, 1, 1, 1016, 1025
60, 1002, 1008, 3, 6, 1011, 1017
61, 1019, 1036, 3, 3, 1019, 1036
62, 1035, 1009, 4, 7, 1029, 1026
63, 1013, 1022, 1, 1, 1013, 1022
64, 994, 1015, 1, 1, 994, 1015
65, 991, 1014, 4, 4, 991, 1014
66, 1026, 1011, 3, 3, 1026, 1011
