Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1014, 1037, 4, 4, 1014, 1037
2, 1020, 1014, 1, 1, 1020, 1014
3, 1018, 1022, 2, 2, 1018, 1022
4, 1004, 1016, 3, 3, 1004, 1016
5, 1014, 1013, 3, 3, 1014, 1013
6, 1025, 1030, 5, 5, 1025, 1030
7, 1018, 1024, 3, 3, 1018, 1024
8, 1008, 1019, 4, 4, 1008, 1019
9, 1029, 1028, 4, 4, 1029, 1028
10, 1018, 1033, 2, 2, 1018, 1033
11, 1007, 1017, 3, 3, 1007, 1017
12, 1006, 1024, 3, 3, 1006, 1024
13, 1010, 1037, 3, 3, 1010, 1037
14, 1006, 1029, 3, 3, 1006, 1029
15, 1023, 1032, 1, 1, 1023, 1032
16, 1009, 1034, 1, 1, 1009, 1034
17, 1013, 1026, 3, 5, 1013, 1031
18, 1012, 1022, 4, 5, 1014, 1020
19, 1016, 1040, 1, 1, 1016, 1040
20, 1006, 1023, 4, 4, 1006, 1023
21, 1016, 1032, 1, 4, 1017, 1025
22, 1011, 1028, 2, 7, 1006, 1019
23, 1011, 1025, 5, 5, 1011, 1025
24, 1021, 1019, 1, 1, 1021, 1019
25, 1024, 1019, 4, 4, 1024, 1019
26, 1015, 1028, 3, 3, 1015, 1028
27, 1021, 1037, 2, 2, 1021, 1037
28, 1024, 1024, 1, 1, 1024, 1024
29, 1025, 1035, 4, 6, 1021, 1028
30, 1028, 1034, 1, 1, 1028, 1034
31, 1027, 1028, 5, 7, 1026, 1028
32, 1012, 1017, 1, 1, 1012, 1017
33, 1017, 1034, 3, 6, 1018, 1029
34, 1024, 1012, 1, 5, 1011, 1019
35, 1011, 1038, 2, 2, 1011, 1038
36, 1021, 1027, 3, 3, 1021, 1027
37, 1020, 1039, 4, 4, 1020, 1039
38, 1018, 1016, 2, 2, 1018, 1016
39, 1006, 1032, 1, 5, 1024, 1027
40, 1007, 1034, 5, 5, 1007, 1034
41, 1015, 1021, 3, 3, 1015, 1021
42, 1028, 1012, 4, 4, 1028, 1012
43, 1027, 1015, 4, 4, 1027, 1015
44, 1017, 1013, 5, 6, 1017, 1017
45, 1012, 1019, 5, 5, 1012, 1019
46, 1021, 1021, 4, 4, 1021, 1021
47, 1016, 1012, 1, 1, 1016, 1012
48, 1018, 1026, 4, 4, 1018, 1026
49, 1021, 1016, 1, 10, 1010, 1017
50, 1009, 1031, 3, 6, 1007, 1028
51, 1012, 1030, 3, 3, 1012, 1030
52, 1025, 1023, 2, 6, 1014, 1032
53, 1017, 1036, 2, 2, 1017, 1036
54, 1028, 1017, 3, 3, 1028, 1017
55, 1027, 1025, 2, 2, 1027, 1025
56, 1006, 1019, 3, 3, 1006, 1019
57, 1025, 1014, 1, 1, 1025, 1014
58, 1016, 1018, 3, 6, 1011, 1023
59, 1020, 1012, 4, 4, 1020, 1012
60, 1015, 1019, 1, 5, 1021, 1030
61, 1018, 1028, 1, 1, 1018, 1028
62, 1010, 1027, 2, 2, 1010, 1027
63, 1030, 1017, 3, 3, 1030, 1017
64, 1022, 1011, 3, 3, 1022, 1011
65, 1025, 1033, 5, 7, 1022, 1030
66, 1010, 1033, 2, 2, 1010, 1033
67, 1019, 1042, 4, 4, 1019, 1042
68, 1017, 1032, 2, 2, 1017, 1032
69, 1023, 1019, 3, 5, 1018, 1020
70, 1007, 1026, 2, 2, 1007, 1026
71, 1028, 1023, 3, 3, 1028, 1023
72, 1028, 1033, 3, 5, 1024, 1035
73, 1014, 1017, 3, 3, 1014, 1017
74, 1014, 1030, 3, 3, 1014, 1030
75, 1026, 1014, 1, 7, 1008, 1021
76, 1013, 1037, 2, 2, 1013, 1037
77, 1024, 1028, 3, 3, 1024, 1028
78, 1008, 1033, 2, 2, 1008, 1033
79, 1016, 1015, 3, 3, 1016, 1015
80, 1009, 1026, 2, 2, 1009, 1026
81, 1019, 1037, 3, 3, 1019, 1037
82, 1027, 1022, 1, 1, 1027, 1022
83, 1014, 1022, 4, 4, 1014, 1022
84, 1020, 1028, 4, 4, 1020, 1028
85, 1012, 1033, 3, 3, 1012, 1033
86, 1013, 1035, 3, 3, 1013, 1035
87, 1019, 1030, 3, 4, 1019, 1030
88, 1014, 1027, 3, 3, 1014, 1027
89, 1028, 1014, 2, 2, 1028, 1014
90, 1029, 1023, 3, 3, 1029, 1023
