Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 998, 997, 2, 2, 998, 997
2, 1025, 1023, 4, 4, 1025, 1023
3, 1041, 1017, 3, 3, 1041, 1017
4, 1051, 1026, 1, 1, 1051, 1026
5, 1021, 1022, 2, 2, 1021, 1022
6, 993, 1020, 1, 1, 993, 1020
7, 1006, 1061, 3, 3, 1006, 1061
8, 1023, 1007, 4, 5, 1020, 1015
9, 1015, 987, 3, 3, 1015, 987
10, 983, 1015, 4, 4, 983, 1015
11, 1050, 1034, 2, 4, 1023, 1015
12, 1000, 1024, 3, 3, 1000, 1024
13, 1006, 1060, 2, 2, 1006, 1060
14, 995, 1056, 2, 2, 995, 1056
15, 1002, 1026, 2, 2, 1002, 1026
16, 1007, 987, 4, 4, 1007, 987
17, 996, 997, 3, 3, 996, 997
18, 1015, 1024, 1, 4, 1022, 1023
19, 1010, 989, 5, 5, 1010, 989
20, 1031, 1047, 4, 7, 1036, 1034
21, 1011, 1003, 2, 2, 1011, 1003
22, 1029, 1019, 3, 3, 1029, 1019
23, 1038, 1018, 1, 1, 1038, 1018
24, 1047, 1019, 1, 1, 1047, 1019
25, 1024, 1044, 3, 3, 1024, 1044
26, 1030, 1026, 4, 5, 1034, 1026
27, 1023, 1054, 4, 4, 1023, 1054
28, 1007, 1056, 1, 1, 1007, 1056
29, 989, 1023, 2, 2, 989, 1023
30, 1053, 1015, 3, 3, 1053, 1015
31, 1053, 1036, 3, 3, 1053, 1036
32, 1051, 1017, 3, 3, 1051, 1017
33, 1055, 1015, 5, 5, 1055, 1015
34, 1007, 1036, 1, 1, 1007, 1036
35, 1040, 1024, 1, 1, 1040, 1024
36, 1000, 1047, 2, 2, 1000, 1047
37, 1018, 1047, 3, 5, 1013, 1052
38, 1024, 1034, 2, 2, 1024, 1034
39, 1014, 1066, 3, 3, 1014, 1066
40, 997, 1020, 2, 2, 997, 1020
41, 1027, 988, 2, 2, 1027, 988
42, 998, 1037, 4, 4, 998, 1037
43, 1056, 1030, 1, 1, 1056, 1030
44, 1036, 1008, 2, 2, 1036, 1008
45, 1013, 1000, 2, 2, 1013, 1000
46, 1021, 1034, 4, 4, 1021, 1034
47, 1037, 1036, 1, 3, 1027, 1016
48, 1001, 1065, 3, 3, 1001, 1065
49, 992, 1042, 3, 3, 992, 1042
50, 1045, 1009, 3, 3, 1045, 1009
51, 1030, 998, 1, 1, 1030, 998
52, 1040, 1034, 2, 2, 1040, 1034
53, 1030, 1021, 2, 2, 1030, 1021
54, 991, 1025, 1, 7, 1010, 991
55, 1046, 1013, 2, 2, 1046, 1013
56, 997, 1044, 1, 7, 985, 1019
57, 1004, 1028, 2, 2, 1004, 1028
