Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1016, 1055, 1, 9, 1016, 1055
2, 1030, 1040, 2, 7, 1030, 1039
3, 1008, 1024, 2, 5, 1008, 1023
4, 1015, 1016, 2, 2, 1015, 1016
5, 1027, 1017, 2, 3, 1027, 1017
6, 1007, 1043, 2, 6, 1007, 1043
7, 1023, 1052, 2, 2, 1023, 1052
8, 1014, 1043, 2, 5, 1014, 1043
9, 1040, 1033, 1, 7, 1040, 1032
10, 1025, 1050, 2, 3, 1025, 1050
11, 1009, 1018, 2, 8, 1009, 1017
12, 1008, 1034, 1, 9, 1007, 1033
13, 1029, 1018, 1, 3, 1028, 1017
14, 1039, 1047, 1, 3, 1039, 1048
15, 1028, 1032, 2, 2, 1028, 1032
16, 1008, 1026, 2, 4, 1008, 1026
17, 1040, 1018, 2, 3, 1040, 1018
18, 1045, 1030, 2, 4, 1044, 1031
19, 1021, 1037, 2, 3, 1021, 1037
20, 1014, 1025, 1, 2, 1013, 1025
21, 999, 1038, 1, 7, 999, 1037
22, 1022, 1048, 1, 4, 1022, 1048
23, 1018, 1020, 1, 4, 1018, 1020
24, 1032, 1015, 2, 6, 1033, 1014
25, 1006, 1026, 2, 14, 1006, 1026
26, 1041, 1050, 2, 4, 1041, 1050
27, 1001, 1045, 2, 7, 1000, 1046
28, 1030, 1051, 1, 7, 1030, 1050
29, 1021, 1008, 2, 7, 1021, 1009
30, 1034, 1036, 2, 6, 1034, 1036
31, 1010, 1037, 2, 6, 1010, 1036
32, 1043, 1039, 2, 4, 1043, 1039
33, 1032, 1058, 1, 12, 1032, 1058
34, 1041, 1046, 2, 4, 1040, 1046
35, 1018, 1032, 2, 8, 1017, 1033
36, 1020, 1016, 2, 5, 1019, 1016
37, 1035, 1049, 2, 3, 1035, 1048
38, 1055, 1031, 2, 9, 1055, 1031
39, 998, 1040, 2, 10, 999, 1040
40, 1031, 1069, 1, 3, 1030, 1068
41, 1041, 1060, 1, 10, 1040, 1061
42, 1039, 1029, 1, 2, 1038, 1029
43, 1044, 1053, 1, 5, 1043, 1053
44, 1023, 1032, 2, 7, 1023, 1032
45, 1011, 1026, 2, 6, 1010, 1025
46, 1030, 1053, 2, 4, 1029, 1053
47, 1025, 1026, 2, 7, 1025, 1026
48, 1024, 1045, 1, 2, 1024, 1044
49, 1011, 1033, 1, 8, 1010, 1033
50, 1026, 1020, 2, 9, 1024, 1020
51, 1017, 1030, 2, 4, 1017, 1030
52, 1039, 1028, 2, 3, 1040, 1027
53, 1018, 1048, 1, 7, 1017, 1048
54, 1033, 1018, 1, 3, 1033, 1017
55, 1054, 1023, 1, 8, 1053, 1023
56, 1013, 1009, 2, 9, 1011, 1009
57, 1035, 1054, 1, 11, 1035, 1054
58, 1025, 1013, 2, 7, 1025, 1012
59, 1038, 1047, 1, 7, 1038, 1046
60, 1031, 1036, 2, 15, 1031, 1036
61, 1026, 1037, 2, 9, 1026, 1038
62, 1031, 1067, 1, 6, 1030, 1067
63, 1029, 1047, 1, 9, 1029, 1047
