Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1018, 1018, 4, 4, 1018, 1018
2, 1019, 1054, 2, 2, 1019, 1054
3, 1014, 1033, 1, 1, 1014, 1033
4, 1026, 1046, 2, 2, 1026, 1046
5, 1006, 1027, 3, 3, 1006, 1027
6, 1037, 1026, 1, 1, 1037, 1026
7, 1030, 1039, 1, 2, 1027, 1047
8, 1022, 1015, 4, 8, 1020, 1016
9, 1039, 1055, 2, 2, 1039, 1055
10, 1043, 1015, 3, 3, 1043, 1015
11, 1026, 1015, 2, 10, 1020, 1046
12, 1009, 1025, 1, 1, 1009, 1025
13, 1024, 1019, 2, 2, 1024, 1019
14, 1013, 1014, 1, 2, 1020, 1031
15, 1028, 1015, 1, 1, 1028, 1015
16, 1025, 1015, 1, 1, 1025, 1015
17, 1040, 1017, 3, 3, 1040, 1017
18, 1028, 1062, 2, 2, 1028, 1062
19, 1029, 1044, 1, 5, 1010, 1032
20, 1033, 1049, 3, 3, 1033, 1049
21, 1030, 1051, 2, 2, 1030, 1051
22, 1008, 1043, 2, 2, 1008, 1043
23, 1048, 1022, 3, 3, 1048, 1022
24, 1023, 1018, 4, 4, 1023, 1018
25, 1030, 1020, 1, 1, 1030, 1020
26, 1025, 1027, 1, 1, 1025, 1027
27, 1035, 1033, 3, 3, 1035, 1033
28, 1022, 1051, 1, 1, 1022, 1051
29, 1031, 1016, 2, 2, 1031, 1016
30, 1016, 1051, 3, 3, 1016, 1051
31, 1004, 1039, 1, 1, 1004, 1039
32, 1027, 1012, 2, 2, 1027, 1012
33, 1026, 1036, 1, 1, 1026, 1036
34, 1028, 1027, 1, 1, 1028, 1027
35, 1020, 1039, 2, 2, 1020, 1039
36, 1035, 1021, 2, 2, 1035, 1021
37, 1036, 1060, 1, 1, 1036, 1060
38, 1034, 1046, 2, 2, 1034, 1046
39, 1048, 1027, 5, 5, 1048, 1027
40, 1029, 1029, 1, 1, 1029, 1029
41, 1035, 1025, 3, 3, 1035, 1025
42, 1018, 1046, 1, 1, 1018, 1046
43, 1004, 1020, 1, 8, 1020, 1014
44, 1012, 1038, 1, 1, 1012, 1038
45, 1042, 1032, 4, 6, 1042, 1026
46, 1017, 1015, 4, 4, 1017, 1015
47, 1028, 1049, 3, 3, 1028, 1049
48, 1026, 1039, 1, 1, 1026, 1039
49, 1034, 1021, 1, 2, 1023, 1023
50, 1014, 1011, 1, 1, 1014, 1011
51, 1052, 1022, 3, 3, 1052, 1022
52, 1015, 1048, 1, 1, 1015, 1048
53, 1017, 1031, 1, 1, 1017, 1031
54, 1033, 1036, 1, 1, 1033, 1036
55, 1011, 1017, 3, 3, 1011, 1017
56, 1009, 1032, 2, 2, 1009, 1032
57, 1015, 1027, 2, 2, 1015, 1027
58, 1005, 1036, 4, 4, 1005, 1036
59, 1037, 1031, 3, 3, 1037, 1031
60, 1013, 1045, 5, 5, 1013, 1045
61, 1046, 1026, 4, 4, 1046, 1026
62, 1020, 1013, 1, 1, 1020, 1013
63, 1027, 1021, 1, 1, 1027, 1021
64, 1013, 1040, 3, 3, 1013, 1040
65, 1039, 1034, 3, 3, 1039, 1034
66, 1028, 1021, 1, 3, 1017, 1016
67, 1010, 1034, 4, 4, 1010, 1034
68, 1034, 1022, 1, 1, 1034, 1022
69, 1043, 1026, 5, 5, 1043, 1026
70, 1009, 1019, 2, 2, 1009, 1019
71, 1028, 1030, 1, 1, 1028, 1030
72, 1032, 1034, 3, 3, 1032, 1034
73, 1024, 1023, 3, 3, 1024, 1023
74, 1023, 1040, 3, 3, 1023, 1040
75, 1014, 1022, 2, 2, 1014, 1022
76, 1013, 1016, 4, 4, 1013, 1016
77, 1040, 1045, 2, 2, 1040, 1045
78, 1035, 1031, 2, 2, 1035, 1031
79, 1029, 1030, 1, 1, 1029, 1030
80, 1042, 1048, 5, 5, 1042, 1048
81, 1010, 1023, 4, 4, 1010, 1023
82, 1005, 1034, 3, 3, 1005, 1034
83, 1021, 1016, 3, 3, 1021, 1016
84, 1039, 1022, 2, 4, 1032, 1019
85, 1017, 1049, 3, 3, 1017, 1049
86, 1025, 1057, 4, 19, 1038, 1023
87, 1026, 1011, 3, 3, 1026, 1011
88, 1033, 1018, 1, 1, 1033, 1018
89, 1033, 1054, 1, 1, 1033, 1054
90, 1039, 1023, 1, 1, 1039, 1023
91, 1032, 1023, 2, 2, 1032, 1023
92, 1047, 1033, 1, 1, 1047, 1033
93, 1033, 1019, 2, 2, 1033, 1019
94, 1037, 1024, 2, 2, 1037, 1024
95, 1021, 1027, 2, 3, 1023, 1039
96, 1029, 1052, 2, 2, 1029, 1052
97, 1021, 1035, 2, 2, 1021, 1035
98, 1055, 1020, 1, 1, 1055, 1020
99, 1016, 1027, 1, 1, 1016, 1027
100, 1010, 1020, 2, 2, 1010, 1020
101, 1030, 1047, 2, 2, 1030, 1047
102, 1028, 1016, 4, 4, 1028, 1016
103, 1036, 1052, 2, 2, 1036, 1052
104, 1018, 1035, 2, 2, 1018, 1035
105, 1027, 1034, 2, 5, 1030, 1043
106, 1012, 1009, 1, 1, 1012, 1009
107, 1022, 1038, 3, 4, 1018, 1039
108, 1039, 1048, 3, 3, 1039, 1048
109, 1016, 1007, 2, 8, 1038, 1018
110, 1030, 1060, 2, 2, 1030, 1060
111, 1015, 1018, 2, 2, 1015, 1018
112, 1053, 1027, 3, 3, 1053, 1027
113, 1024, 1029, 2, 2, 1024, 1029
114, 1029, 1012, 3, 3, 1029, 1012
115, 1023, 1027, 1, 1, 1023, 1027
116, 1032, 1026, 3, 6, 1027, 1021
117, 1019, 1049, 3, 3, 1019, 1049
118, 1002, 1037, 4, 4, 1002, 1037
119, 1004, 1038, 2, 2, 1004, 1038
120, 1037, 1021, 1, 1, 1037, 1021
121, 1032, 1063, 3, 3, 1032, 1063
122, 1038, 1060, 3, 3, 1038, 1060
