ratID,unitID,channel,spikeTimes
2023111501,17,90,0.0038
2023111501,17,90,0.2308
2023111501,17,90,0.24407
2023111501,17,90,0.3324
2023111501,17,90,0.48127
2023111501,17,90,0.50837
2023111501,17,90,0.7543
2023111501,17,90,0.77413
2023111501,17,90,0.90153
2023111501,17,90,0.92763
2023111501,17,90,0.96007
2023111501,17,90,10.837
2023111501,17,90,13.724
2023111501,17,90,13.796
2023111501,17,90,16.482
2023111501,17,90,17.957
2023111501,17,90,18.865
2023111501,17,90,18.909
2023111501,17,90,19.632
2023111501,17,90,20.314
2023111501,17,90,20.508
2023111501,17,90,24.675
2023111501,17,90,26.206
2023111501,17,90,28.954
2023111501,17,90,29.405
2023111501,17,90,3.436
2023111501,17,90,37.095
2023111501,17,90,39.819
2023111501,17,90,42.052
2023111501,17,90,43.103
2023111501,17,90,44.829
2023111501,17,90,51.648
2023111501,17,90,52.914
2023111501,17,90,55.657
2023111501,17,90,57.133
2023111501,17,90,57.389
2023111501,17,90,60.193
2023111501,17,90,60.453
2023111501,17,90,62.177
2023111501,17,90,62.621
2023111501,17,90,6.333
2023111501,17,90,Jun 41
2023111501,17,90,64.868
2023111501,17,90,66.556
2023111501,17,90,66.729
2023111501,17,90,67.456
2023111501,17,90,70.126
2023111501,17,90,71.412
2023111501,17,90,72.984
2023111501,17,90,73.552
2023111501,17,90,75.516
2023111501,17,90,76.055
2023111501,17,90,77.984
2023111501,17,90,78.375
2023111501,17,90,80.999
2023111501,17,90,81.796
2023111501,17,90,82.064
2023111501,17,90,82.417
2023111501,17,90,84.566
2023111501,17,90,84.809
2023111501,17,90,8.523
2023111501,17,90,Aug 58
2023111501,17,90,85.929
2023111501,17,90,86.605
2023111501,17,90,92.934
2023111501,17,90,95.524
2023111501,17,90,97.439
2023111501,17,90,99.955
2023111501,17,90,104.146
2023111501,17,90,106.013
2023111501,17,90,108.823
2023111501,17,90,110.344
2023111501,17,90,111.326
2023111501,17,90,111.748
2023111501,17,90,111.904
2023111501,17,90,114.695
2023111501,17,90,115.692
2023111501,17,90,116.241
2023111501,17,90,117.273
2023111501,17,90,11.827
2023111501,17,90,119.419
2023111501,17,90,12
2023111501,17,90,121.653
2023111501,17,90,121.734
2023111501,17,90,126.773
2023111501,17,90,128.204
2023111501,17,90,128.587
2023111501,17,90,128.861
2023111501,17,90,129.663
2023111501,17,90,129.795
2023111501,17,90,130.358
2023111501,17,90,132.729
2023111501,17,90,133.137
2023111501,17,90,133.171
2023111501,17,90,134.594
2023111501,17,90,136.427
2023111501,17,90,138.982
2023111501,17,90,139.211
2023111501,17,90,139.385
2023111501,17,90,140.105
2023111501,17,90,140.643
2023111501,17,90,142.319
2023111501,17,90,14.244
2023111501,17,90,144.126
2023111501,17,90,14.576
2023111501,17,90,146.281
2023111501,17,90,147.403
2023111501,17,90,148.113
2023111501,17,90,148.768
2023111501,17,90,151.015
2023111501,17,90,151.724
2023111501,17,90,152.018
2023111501,17,90,153.387
2023111501,17,90,154.786
2023111501,17,90,155.032
2023111501,17,90,159.354
2023111501,17,90,159.714
2023111501,17,90,163.587
2023111501,17,90,164.837
2023111501,17,90,166.186
2023111501,17,90,169.504
2023111501,17,90,170.277
2023111501,17,90,174.073
2023111501,17,90,174.865
2023111501,17,90,175.819
2023111501,17,90,176.492
2023111501,17,90,176.817
2023111501,17,90,177.006
2023111501,17,90,17.787
2023111501,17,90,180.058
2023111501,17,90,180.665
2023111501,17,90,180.848
2023111501,17,90,183.748
2023111501,17,90,18.502
2023111501,17,90,185.902
2023111501,17,90,18.949
2023111501,17,90,190.023
2023111501,17,90,196.856
2023111501,17,90,197.701
2023111501,17,90,198.693
2023111501,17,90,200.997
2023111501,17,90,203.162
2023111501,17,90,203.356
2023111501,17,90,20.729
2023111501,17,90,207.962
2023111501,17,90,210.442
2023111501,17,90,210.718
2023111501,17,90,218.348
2023111501,17,90,221.155
2023111501,17,90,221.874
2023111501,17,90,222.757
2023111501,17,90,223.268
2023111501,17,90,223.679
2023111501,17,90,236.627
2023111501,17,90,237.683
2023111501,17,90,238.217
2023111501,17,90,241.918
2023111501,17,90,242.689
2023111501,17,90,243.358
2023111501,17,90,24.38
2023111501,17,90,245.122
2023111501,17,90,246.377
2023111501,17,90,248.221
2023111501,17,90,253.858
2023111501,17,90,254.569
2023111501,17,90,256.362
2023111501,17,90,258.315
2023111501,17,90,259.995
2023111501,17,90,26.132
2023111501,17,90,262.057
2023111501,17,90,263.147
2023111501,17,90,263.287
2023111501,17,90,264.908
2023111501,17,90,269.617
2023111501,17,90,270.677
2023111501,17,90,274.883
2023111501,17,90,278.235
2023111501,17,90,278.596
2023111501,17,90,279.826
2023111501,17,90,280.226
2023111501,17,90,281.012
2023111501,17,90,285.656
2023111501,17,90,286.523
2023111501,17,90,287.182
2023111501,17,90,293.875
2023111501,17,90,294.755
2023111501,17,90,294.822
2023111501,17,90,295.039
2023111501,17,90,295.159
2023111501,17,90,295.381
2023111501,17,90,295.507
2023111501,17,90,299.322
2023111501,17,90,299.693
2023111501,17,90,301.518
2023111501,17,90,302.275
2023111501,17,90,303.215
2023111501,17,90,304.666
2023111501,17,90,307.502
2023111501,17,90,310.118
2023111501,17,90,311.678
2023111501,17,90,312.608
2023111501,17,90,313.057
2023111501,17,90,313.405
2023111501,17,90,316.003
2023111501,17,90,31.864
2023111501,17,90,318.961
2023111501,17,90,320.563
2023111501,17,90,324.719
2023111501,17,90,325.376
2023111501,17,90,32.6
2023111501,17,90,330.779
2023111501,17,90,335.222
2023111501,17,90,336.024
2023111501,17,90,337.698
2023111501,17,90,339.774
2023111501,17,90,340.258
2023111501,17,90,342.176
2023111501,17,90,342.634
2023111501,17,90,343.447
2023111501,17,90,343.863
2023111501,17,90,345.898
2023111501,17,90,348.672
2023111501,17,90,349.063
2023111501,17,90,34.982
2023111501,17,90,351.506
2023111501,17,90,353.406
2023111501,17,90,353.726
2023111501,17,90,354.028
2023111501,17,90,354.587
2023111501,17,90,358.123
2023111501,17,90,358.686
2023111501,17,90,359.567
2023111501,17,90,360.535
2023111501,17,90,361.738
2023111501,17,90,361.994
2023111501,17,90,365.124
2023111501,17,90,365.935
2023111501,17,90,367.841
2023111501,17,90,368.832
2023111501,17,90,371.076
2023111501,17,90,374.894
2023111501,17,90,375.568
2023111501,17,90,376.981
2023111501,17,90,379.474
2023111501,17,90,381.623
2023111501,17,90,382.389
2023111501,17,90,384.247
2023111501,17,90,385.095
2023111501,17,90,387.064
2023111501,17,90,387.277
2023111501,17,90,389.749
2023111501,17,90,390.241
2023111501,17,90,390.553
2023111501,17,90,391.719
2023111501,17,90,392.585
2023111501,17,90,395.123
2023111501,17,90,397.114
2023111501,17,90,398.561
2023111501,17,90,399.135
2023111501,17,90,399.856
2023111501,17,90,401.128
2023111501,17,90,403.914
2023111501,17,90,404.059
2023111501,17,90,404.767
2023111501,17,90,405.068
2023111501,17,90,406.785
2023111501,17,90,407.119
2023111501,17,90,40.768
2023111501,17,90,409.756
2023111501,17,90,411.369
2023111501,17,90,41.242
2023111501,17,90,413.734
2023111501,17,90,416.798
2023111501,17,90,418.686
2023111501,17,90,421.257
2023111501,17,90,421.861
2023111501,17,90,422.283
2023111501,17,90,425.788
2023111501,17,90,427.002
2023111501,17,90,428.003
2023111501,17,90,42.953
2023111501,17,90,430.638
2023111501,17,90,431.181
2023111501,17,90,434.357
2023111501,17,90,43.489
2023111501,17,90,437.779
2023111501,17,90,439.377
2023111501,17,90,442.815
2023111501,17,90,44.56
2023111501,17,90,445.993
2023111501,17,90,446.337
2023111501,17,90,446.579
2023111501,17,90,446.847
2023111501,17,90,448.034
2023111501,17,90,448.419
2023111501,17,90,448.769
2023111501,17,90,449.062
2023111501,17,90,449.642
2023111501,17,90,451.203
2023111501,17,90,452.053
2023111501,17,90,452.103
2023111501,17,90,453.005
2023111501,17,90,455.304
2023111501,17,90,457.198
2023111501,17,90,458.924
2023111501,17,90,460.148
2023111501,17,90,462.989
2023111501,17,90,464.139
2023111501,17,90,465.511
2023111501,17,90,46.618
2023111501,17,90,466.896
2023111501,17,90,467.631
2023111501,17,90,46.814
2023111501,17,90,468.515
2023111501,17,90,47.015
2023111501,17,90,472.982
2023111501,17,90,475.197
2023111501,17,90,475.489
2023111501,17,90,475.922
2023111501,17,90,479.605
2023111501,17,90,480.316
2023111501,17,90,481.621
2023111501,17,90,484.373
2023111501,17,90,486.561
2023111501,17,90,488.637
2023111501,17,90,488.874
2023111501,17,90,490.904
2023111501,17,90,49.246
2023111501,17,90,493.069
2023111501,17,90,495.068
2023111501,17,90,496.625
2023111501,17,90,497.727
2023111501,17,90,499.509
2023111501,17,90,501.157
2023111501,17,90,501.551
2023111501,17,90,501.643
2023111501,17,90,506.668
2023111501,17,90,507.957
2023111501,17,90,511.364
2023111501,17,90,511.596
2023111501,17,90,515.403
2023111501,17,90,516.377
2023111501,17,90,516.511
2023111501,17,90,518.041
2023111501,17,90,519.218
2023111501,17,90,519.389
2023111501,17,90,51.959
2023111501,17,90,520.191
2023111501,17,90,520.232
2023111501,17,90,522.059
2023111501,17,90,52.391
2023111501,17,90,524.183
2023111501,17,90,526.003
2023111501,17,90,526.248
2023111501,17,90,526.977
2023111501,17,90,528.446
2023111501,17,90,530.168
2023111501,17,90,533.173
2023111501,17,90,535.122
2023111501,17,90,535.752
2023111501,17,90,538.352
2023111501,17,90,541.231
2023111501,17,90,54.157
2023111501,17,90,541.814
2023111501,17,90,542.882
2023111501,17,90,544.839
2023111501,17,90,55.016
2023111501,17,90,550.949
2023111501,17,90,551.534
2023111501,17,90,552.092
2023111501,17,90,552.554
2023111501,17,90,555.251
2023111501,17,90,557.398
2023111501,17,90,557.597
2023111501,17,90,558.135
2023111501,17,90,558.986
2023111501,17,90,55.933
2023111501,17,90,560.033
2023111501,17,90,560.847
2023111501,17,90,561.947
2023111501,17,90,562.255
2023111501,17,90,562.616
2023111501,17,90,563.977
2023111501,17,90,567.118
2023111501,17,90,567.278
2023111501,17,90,568.126
2023111501,17,90,569.346
2023111501,17,90,569.998
2023111501,17,90,570.164
2023111501,17,90,571.637
2023111501,17,90,572.778
2023111501,17,90,573.971
2023111501,17,90,577.624
2023111501,17,90,57.961
2023111501,17,90,579.914
2023111501,17,90,581.233
2023111501,17,90,581.624
2023111501,17,90,581.871
2023111501,17,90,58.275
2023111501,17,90,583.582
2023111501,17,90,584.914
2023111501,17,90,586.378
2023111501,17,90,58.703
2023111501,17,90,587.845
2023111501,17,90,588.398
2023111501,17,90,588.644
2023111501,17,90,589.985
2023111501,17,90,591.883
2023111501,17,90,593.942
2023111501,17,90,594.382
2023111501,17,90,597.318
2023111501,17,90,598.618
2023111501,17,90,603.295
2023111501,17,90,603.841
2023111501,17,90,604.506
2023111501,17,90,608.915
2023111501,17,90,609.424
2023111501,17,90,610.826
2023111501,17,90,613.841
2023111501,17,90,618.101
2023111501,17,90,62.163
2023111501,17,90,623.019
2023111501,17,90,623.675
2023111501,17,90,626.589
2023111501,17,90,627.634
2023111501,17,90,627.883
2023111501,17,90,629.024
2023111501,17,90,629.586
2023111501,17,90,635.596
2023111501,17,90,637.994
2023111501,17,90,638.721
2023111501,17,90,640.924
2023111501,17,90,642.251
2023111501,17,90,644.313
2023111501,17,90,645.538
2023111501,17,90,647.742
2023111501,17,90,648.467
2023111501,17,90,648.727
2023111501,17,90,650.757
2023111501,17,90,652.957
2023111501,17,90,654.923
2023111501,17,90,655.363
2023111501,17,90,655.828
2023111501,17,90,657.368
2023111501,17,90,660.388
2023111501,17,90,66.235
2023111501,17,90,664.857
2023111501,17,90,665.431
2023111501,17,90,668.281
2023111501,17,90,670.166
2023111501,17,90,672.757
2023111501,17,90,677.204
2023111501,17,90,677.799
2023111501,17,90,68.057
2023111501,17,90,683.643
2023111501,17,90,68.402
2023111501,17,90,685.341
2023111501,17,90,686.627
2023111501,17,90,687.923
2023111501,17,90,692.671
2023111501,17,90,69.314
2023111501,17,90,693.317
2023111501,17,90,694.703
2023111501,17,90,695.976
2023111501,17,90,696.023
2023111501,17,90,700.387
2023111501,17,90,700.639
2023111501,17,90,70.39
2023111501,17,90,70.409
2023111501,17,90,705.611
2023111501,17,90,706.307
2023111501,17,90,706.327
2023111501,17,90,709.213
2023111501,17,90,709.254
2023111501,17,90,709.748
2023111501,17,90,71.004
2023111501,17,90,710.636
2023111501,17,90,711.593
2023111501,17,90,712.887
2023111501,17,90,713.621
2023111501,17,90,715.272
2023111501,17,90,716.385
2023111501,17,90,718.026
2023111501,17,90,718.931
2023111501,17,90,719.484
2023111501,17,90,721.302
2023111501,17,90,721.733
2023111501,17,90,725.692
2023111501,17,90,726.693
2023111501,17,90,730.941
2023111501,17,90,731.447
2023111501,17,90,731.945
2023111501,17,90,732.065
2023111501,17,90,733.474
2023111501,17,90,73.472
2023111501,17,90,735.248
2023111501,17,90,735.631
2023111501,17,90,738.217
2023111501,17,90,741.363
2023111501,17,90,744.608
2023111501,17,90,746.056
2023111501,17,90,746.803
2023111501,17,90,749.939
2023111501,17,90,751.295
2023111501,17,90,752.577
2023111501,17,90,754.585
2023111501,17,90,758.219
2023111501,17,90,760.219
2023111501,17,90,76.092
2023111501,17,90,762.614
2023111501,17,90,765.901
2023111501,17,90,767.518
2023111501,17,90,770.607
2023111501,17,90,770.991
2023111501,17,90,771.972
2023111501,17,90,775.085
2023111501,17,90,775.931
2023111501,17,90,78.102
2023111501,17,90,782.444
2023111501,17,90,785.277
2023111501,17,90,787.713
2023111501,17,90,788.503
2023111501,17,90,790.781
2023111501,17,90,792.908
2023111501,17,90,793.336
2023111501,17,90,793.966
2023111501,17,90,794.263
2023111501,17,90,795.414
2023111501,17,90,799.316
2023111501,17,90,801.277
2023111501,17,90,803.454
2023111501,17,90,804.727
2023111501,17,90,806.155
2023111501,17,90,812.711
2023111501,17,90,816.142
2023111501,17,90,816.675
2023111501,17,90,819.077
2023111501,17,90,819.767
2023111501,17,90,822.809
2023111501,17,90,824.402
2023111501,17,90,828.135
2023111501,17,90,828.524
2023111501,17,90,829.958
2023111501,17,90,830.849
2023111501,17,90,831.967
2023111501,17,90,832.255
2023111501,17,90,83.408
2023111501,17,90,836.153
2023111501,17,90,837.003
2023111501,17,90,837.226
2023111501,17,90,83.996
2023111501,17,90,840.227
2023111501,17,90,841.296
2023111501,17,90,841.432
2023111501,17,90,84.529
2023111501,17,90,845.738
2023111501,17,90,846.472
2023111501,17,90,847.137
2023111501,17,90,848.309
2023111501,17,90,849.886
2023111501,17,90,850.125
2023111501,17,90,850.627
2023111501,17,90,850.797
2023111501,17,90,851.153
2023111501,17,90,853.967
2023111501,17,90,854.629
2023111501,17,90,85.655
2023111501,17,90,85.803
2023111501,17,90,858.163
2023111501,17,90,858.801
2023111501,17,90,862.384
2023111501,17,90,863.743
2023111501,17,90,867.967
2023111501,17,90,868.221
2023111501,17,90,868.548
2023111501,17,90,869.788
2023111501,17,90,873.763
2023111501,17,90,876.581
2023111501,17,90,880.338
2023111501,17,90,880.964
2023111501,17,90,881.389
2023111501,17,90,883.402
2023111501,17,90,88.488
2023111501,17,90,887.976
2023111501,17,90,889.099
2023111501,17,90,890.563
2023111501,17,90,891.068
2023111501,17,90,895.466
2023111501,17,90,897.206
2023111501,17,90,900.123
2023111501,17,90,902.235
2023111501,17,90,903.358
2023111501,17,90,903.729
2023111501,17,90,904.551
2023111501,17,90,905.097
2023111501,17,90,905.404
2023111501,17,90,910.546
2023111501,17,90,912.078
2023111501,17,90,913.072
2023111501,17,90,913.514
2023111501,17,90,917.299
2023111501,17,90,917.634
2023111501,17,90,920.594
2023111501,17,90,922.027
2023111501,17,90,922.786
2023111501,17,90,92.432
2023111501,17,90,924.658
2023111501,17,90,929.913
2023111501,17,90,930.918
2023111501,17,90,932.039
2023111501,17,90,933.604
2023111501,17,90,934.432
2023111501,17,90,934.685
2023111501,17,90,939.789
2023111501,17,90,94.227
2023111501,17,90,943.759
2023111501,17,90,948.525
2023111501,17,90,950.404
2023111501,17,90,951.117
2023111501,17,90,954.113
2023111501,17,90,954.586
2023111501,17,90,956.169
2023111501,17,90,957.107
2023111501,17,90,95.923
2023111501,17,90,960.088
2023111501,17,90,960.619
2023111501,17,90,960.907
2023111501,17,90,962.762
2023111501,17,90,963.172
2023111501,17,90,96.448
2023111501,17,90,965.948
2023111501,17,90,966.456
2023111501,17,90,966.966
2023111501,17,90,968.168
2023111501,17,90,969.594
2023111501,17,90,978.268
2023111501,17,90,978.367
2023111501,17,90,980.087
2023111501,17,90,980.804
2023111501,17,90,990.948
2023111501,17,90,991.171
2023111501,17,90,992.997
2023111501,17,90,993.361
2023111501,17,90,995.477
2023111501,17,90,996.823
2023111501,17,90,999.345
2023111501,17,90,999.775
2023111501,17,90,1.000.203
2023111501,17,90,1.001.938
2023111501,17,90,1.002.445
2023111501,17,90,1.002.493
2023111501,17,90,1.006.995
2023111501,17,90,1.009.953
2023111501,17,90,1.014.193
2023111501,17,90,1.014.888
2023111501,17,90,1.016.377
2023111501,17,90,1.018.652
2023111501,17,90,1.019.452
2023111501,17,90,1.022.142
2023111501,17,90,1.024.131
2023111501,17,90,1.025.111
2023111501,17,90,1.026.593
2023111501,17,90,1.029.116
2023111501,17,90,1.033.961
2023111501,17,90,103.43
2023111501,17,90,103.467
2023111501,17,90,1.035.654
2023111501,17,90,1.036.132
2023111501,17,90,103.915
2023111501,17,90,103.959
2023111501,17,90,1.041.071
2023111501,17,90,1.044.003
2023111501,17,90,1.044.822
2023111501,17,90,1.045.806
2023111501,17,90,1.049.384
2023111501,17,90,104.949
2023111501,17,90,1.052.628
2023111501,17,90,1.052.997
2023111501,17,90,1.053.343
2023111501,17,90,1.053.505
2023111501,17,90,1.054.527
2023111501,17,90,1.055.629
2023111501,17,90,1.056.538
2023111501,17,90,1.057.503
2023111501,17,90,1.060.801
2023111501,17,90,1.061.092
2023111501,17,90,1.061.713
2023111501,17,90,106.28
2023111501,17,90,1.063.932
2023111501,17,90,1.066.337
2023111501,17,90,106.667
2023111501,17,90,106.828
2023111501,17,90,1.068.908
2023111501,17,90,1.070.366
2023111501,17,90,107.179
