Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1018, 1031, 2, 2, 1018, 1031
2, 1018, 1023, 6, 6, 1018, 1023
3, 1022, 1038, 4, 4, 1022, 1038
4, 1027, 1025, 3, 3, 1027, 1025
5, 1018, 1034, 4, 4, 1018, 1034
6, 1028, 1034, 5, 5, 1028, 1034
7, 1019, 1032, 2, 2, 1019, 1032
8, 1020, 1022, 3, 3, 1020, 1022
9, 1019, 1037, 4, 4, 1019, 1037
10, 1031, 1035, 5, 5, 1031, 1035
11, 1016, 1029, 4, 7, 1016, 1026
12, 1034, 1034, 6, 6, 1034, 1034
13, 1021, 1019, 2, 2, 1021, 1019
14, 1023, 1020, 4, 4, 1023, 1020
15, 1029, 1024, 2, 2, 1029, 1024
16, 1027, 1027, 2, 2, 1027, 1027
17, 1024, 1032, 3, 3, 1024, 1032
18, 1031, 1037, 1, 1, 1031, 1037
19, 1018, 1029, 3, 3, 1018, 1029
20, 1033, 1022, 3, 8, 1026, 1032
21, 1024, 1029, 1, 1, 1024, 1029
22, 1030, 1022, 4, 6, 1029, 1023
23, 1029, 1040, 1, 1, 1029, 1040
24, 1026, 1034, 3, 5, 1023, 1034
25, 1026, 1031, 4, 4, 1026, 1031
26, 1027, 1041, 5, 5, 1027, 1041
27, 1031, 1047, 5, 5, 1031, 1047
28, 1031, 1044, 7, 7, 1031, 1044
29, 1022, 1034, 2, 10, 1028, 1033
30, 1021, 1031, 5, 5, 1021, 1031
31, 1020, 1026, 4, 4, 1020, 1026
32, 1021, 1021, 1, 2, 1019, 1027
33, 1029, 1027, 5, 5, 1029, 1027
34, 1016, 1033, 5, 5, 1016, 1033
35, 1031, 1039, 5, 5, 1031, 1039
36, 1035, 1037, 3, 8, 1024, 1027
37, 1034, 1025, 4, 4, 1034, 1025
38, 1030, 1037, 4, 4, 1030, 1037
39, 1034, 1042, 4, 4, 1034, 1042
40, 1022, 1035, 4, 4, 1022, 1035
41, 1022, 1023, 1, 1, 1022, 1023
42, 1033, 1048, 4, 4, 1033, 1048
