Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
1, 1010, 1023, 1, 1, 1010, 1023
2, 1020, 1017, 3, 3, 1020, 1017
3, 1024, 1029, 3, 7, 1014, 1033
4, 1008, 1034, 2, 2, 1008, 1034
5, 1019, 1029, 1, 1, 1019, 1029
6, 1030, 1017, 4, 4, 1030, 1017
7, 1027, 1055, 3, 3, 1027, 1055
8, 1020, 1022, 1, 3, 1015, 1022
9, 1016, 1026, 2, 2, 1016, 1026
10, 1021, 1023, 3, 3, 1021, 1023
11, 1023, 1053, 4, 6, 1022, 1041
12, 1014, 1031, 2, 2, 1014, 1031
13, 1025, 1042, 2, 2, 1025, 1042
14, 1026, 1048, 4, 4, 1026, 1048
15, 1009, 1039, 1, 5, 1021, 1030
16, 1012, 1029, 4, 4, 1012, 1029
17, 1035, 1027, 3, 3, 1035, 1027
18, 1033, 1035, 1, 3, 1017, 1034
19, 1006, 1032, 1, 1, 1006, 1032
20, 1037, 1028, 4, 4, 1037, 1028
21, 1031, 1020, 4, 4, 1031, 1020
22, 1039, 1042, 3, 3, 1039, 1042
23, 1042, 1021, 2, 2, 1042, 1021
24, 1019, 1048, 1, 1, 1019, 1048
25, 1032, 1040, 1, 1, 1032, 1040
26, 1004, 1041, 3, 3, 1004, 1041
27, 1023, 1016, 4, 6, 1025, 1016
28, 1030, 1043, 3, 3, 1030, 1043
29, 1025, 1030, 3, 3, 1025, 1030
30, 1037, 1031, 2, 7, 1030, 1048
31, 1027, 1059, 1, 1, 1027, 1059
32, 1044, 1026, 3, 3, 1044, 1026
33, 1024, 1050, 4, 4, 1024, 1050
34, 1014, 1041, 2, 2, 1014, 1041
35, 1027, 1022, 4, 4, 1027, 1022
36, 1027, 1031, 3, 4, 1025, 1029
37, 1012, 1039, 2, 2, 1012, 1039
38, 1034, 1031, 3, 3, 1034, 1031
39, 1032, 1022, 4, 4, 1032, 1022
40, 1042, 1033, 2, 2, 1042, 1033
41, 1014, 1019, 2, 2, 1014, 1019
42, 1016, 1043, 2, 2, 1016, 1043
43, 1023, 1011, 3, 3, 1023, 1011
44, 1039, 1055, 3, 8, 1028, 1036
45, 1042, 1018, 2, 4, 1032, 1035
46, 1026, 1017, 3, 3, 1026, 1017
47, 1040, 1053, 4, 4, 1040, 1053
48, 1013, 1045, 3, 3, 1013, 1045
49, 1013, 1025, 2, 2, 1013, 1025
50, 1030, 1048, 2, 2, 1030, 1048
51, 1025, 1031, 2, 2, 1025, 1031
52, 1037, 1042, 4, 5, 1034, 1042
53, 1009, 1042, 4, 4, 1009, 1042
54, 1010, 1028, 1, 6, 1024, 1044
55, 1025, 1039, 2, 2, 1025, 1039
56, 1030, 1037, 4, 4, 1030, 1037
57, 1019, 1026, 4, 4, 1019, 1026
58, 1031, 1028, 2, 2, 1031, 1028
59, 1035, 1024, 3, 3, 1035, 1024
60, 1012, 1014, 2, 2, 1012, 1014
61, 1041, 1035, 1, 4, 1016, 1037
62, 1019, 1038, 2, 6, 1014, 1031
63, 1046, 1032, 3, 3, 1046, 1032
64, 1025, 1020, 5, 5, 1025, 1020
65, 1028, 1041, 3, 3, 1028, 1041
66, 1018, 1013, 3, 3, 1018, 1013
67, 1033, 1016, 2, 2, 1033, 1016
68, 1027, 1039, 2, 2, 1027, 1039
69, 1022, 1033, 2, 2, 1022, 1033
70, 1031, 1051, 2, 4, 1033, 1038
71, 1035, 1056, 1, 1, 1035, 1056
72, 1039, 1025, 1, 1, 1039, 1025
73, 1021, 1047, 3, 3, 1021, 1047
74, 1048, 1029, 2, 6, 1037, 1033
75, 1034, 1035, 1, 1, 1034, 1035
76, 1022, 1019, 1, 1, 1022, 1019
77, 1029, 1031, 2, 2, 1029, 1031
78, 1021, 1025, 1, 1, 1021, 1025
79, 1030, 1023, 3, 3, 1030, 1023
80, 1023, 1046, 4, 4, 1023, 1046
81, 1023, 1037, 2, 2, 1023, 1037
82, 1034, 1037, 2, 2, 1034, 1037
83, 1042, 1031, 3, 6, 1040, 1030
84, 1028, 1019, 4, 4, 1028, 1019
85, 1028, 1028, 2, 2, 1028, 1028
86, 1043, 1014, 3, 7, 1036, 1017
87, 1034, 1038, 1, 1, 1034, 1038
88, 1029, 1058, 1, 1, 1029, 1058
89, 1015, 1038, 3, 3, 1015, 1038
90, 1027, 1052, 2, 2, 1027, 1052
91, 1024, 1033, 2, 8, 1035, 1039
92, 1007, 1035, 1, 1, 1007, 1035
93, 1017, 1035, 3, 9, 1018, 1044
94, 1040, 1036, 3, 4, 1038, 1038
95, 1028, 1062, 3, 3, 1028, 1062
96, 1031, 1045, 2, 2, 1031, 1045
97, 1031, 1059, 2, 2, 1031, 1059
98, 1014, 1017, 3, 3, 1014, 1017
99, 1017, 1031, 3, 5, 1012, 1035
100, 1045, 1035, 5, 5, 1045, 1035
101, 1039, 1033, 1, 6, 1025, 1018
102, 1015, 1020, 2, 4, 1022, 1032
103, 1035, 1053, 3, 3, 1035, 1053
104, 1038, 1050, 3, 3, 1038, 1050
105, 1032, 1049, 2, 8, 1027, 1033
106, 1031, 1054, 3, 3, 1031, 1054
107, 1011, 1041, 1, 2, 1024, 1036
108, 1034, 1042, 2, 2, 1034, 1042
109, 1045, 1023, 2, 2, 1045, 1023
110, 1033, 1031, 2, 2, 1033, 1031
111, 1029, 1038, 1, 6, 1041, 1028
112, 1039, 1022, 1, 1, 1039, 1022
113, 1035, 1062, 3, 3, 1035, 1062
114, 1033, 1033, 1, 6, 1025, 1047
115, 1039, 1020, 2, 2, 1039, 1020
116, 1023, 1018, 2, 2, 1023, 1018
117, 1033, 1021, 1, 1, 1033, 1021
118, 1030, 1025, 2, 2, 1030, 1025
119, 1042, 1023, 1, 7, 1028, 1023
120, 1025, 1043, 2, 6, 1027, 1034
121, 1027, 1054, 2, 2, 1027, 1054
122, 1040, 1026, 3, 3, 1040, 1026
123, 1038, 1035, 2, 2, 1038, 1035
124, 1015, 1016, 2, 4, 1025, 1024
125, 1042, 1030, 3, 3, 1042, 1030
126, 1018, 1043, 1, 1, 1018, 1043
